dataset_type,train_number,train_type,station_sequence,current_delay,current_speed,distance_to_next_station,distance_from_origin,journey_time,station_halt_duration,time_of_day,day_of_week,signal_status,signal_waiting_time,block_status,track_occupancy,section_restriction,construction_active,maintenance_active,engineering_block,temporary_speed_restriction,affected_section,restriction_duration,congestion_level,preceding_train_delay,train_density,previous_station_delay,temperature,humidity,precipitation,rain,showers,weather_code,cloud_cover,visibility,wind_speed,wind_direction,wind_gusts,weather_impact,actual_additional_delay_minutes
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43201,EMU Local,5,0.2,33.9,2.4,8.2,15.0,1.0,10,6,Normal,0.5,Clear,0.1,0,0,0,0,0,0,0,0.79,0.0,5,0.0,30.9,97.8,0.0,0.0,0.0,2,29.0,9956.0,32.9,156,47.5,2,9.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43245,EMU Local,3,1.1,46.5,2.7,4.1,8.5,1.0,19,3,Normal,0.7,Clear,0.41,0,0,1,0,15,1,90,0.16,0.1,2,0.7,32.3,71.4,0.0,0.0,0.0,0,26.7,9430.0,14.3,133,23.3,0,10.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43203,MEMU,18,6.3,29.6,1.7,34.849999999999994,69.0,1.0,20,2,Normal,0.1,Clear,0.32,0,0,0,0,0,0,0,0.74,7.6,5,6.4,37.0,76.9,0.0,0.0,0.0,0,59.1,7135.0,36.7,15,47.8,2,9.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43251,EMU Local,11,0.2,40.6,2.2,20.5,37.1,0.5,8,5,Warning,3.4,Occupied,0.94,0,0,1,0,20,1,41,0.73,1.1,4,2.0,29.1,76.6,0.0,0.0,0.0,0,16.6,7245.0,15.8,58,22.1,0,11.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43217,EMU Local,15,7.7,33.6,2.3,28.699999999999996,59.4,1.0,13,1,Critical,15.9,Restricted,0.95,1,1,0,0,15,1,61,0.33,0.4,1,7.8,28.1,48.6,0.0,0.0,0.0,0,17.5,6539.0,8.4,278,12.7,0,28.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43423,EMU Local,21,4.3,46.4,2.6,41.0,78.1,0.5,10,6,Normal,0.2,Clear,0.45,0,0,0,0,0,0,0,0.56,1.9,2,3.1,35.0,82.4,0.0,0.0,0.0,0,58.6,6092.0,32.1,39,51.3,2,9.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43237,EMU Local,20,2.3,58.6,2.1,38.949999999999996,72.4,1.5,16,5,Normal,0.1,Clear,0.41,0,0,0,0,0,0,0,0.37,3.0,2,2.3,37.5,77.8,0.0,0.0,0.0,0,16.6,8959.0,6.2,287,9.0,0,2.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43211,EMU Local,5,1.7,59.2,2.4,8.2,16.5,0.5,10,3,Normal,0.1,Clear,0.46,0,0,0,1,0,1,91,0.79,1.0,4,0.0,25.7,66.8,6.0,5.4,3.8,63,90.0,8190.0,37.1,214,57.5,2,9.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66069,EMU Local,12,0.1,61.3,1.4,22.549999999999997,40.7,1.0,18,5,Normal,0.1,Clear,0.24,0,0,0,0,0,0,0,0.68,0.6,1,1.1,30.1,62.2,0.0,0.0,0.0,0,35.4,5701.0,8.8,2,10.8,0,1.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43409,Fast Local,4,7.0,37.0,1.5,6.1499999999999995,18.1,0.5,20,0,Warning,6.3,Occupied,0.67,0,0,0,0,0,0,0,0.84,6.8,4,6.0,32.8,58.3,0.0,0.0,0.0,0,20.2,8506.0,9.6,261,12.6,0,10.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43211,MEMU,15,0.6,38.2,2.4,28.699999999999996,52.3,1.5,6,5,Normal,0.6,Clear,0.16,0,0,1,1,30,1,83,0.2,1.0,2,2.9,31.7,79.6,0.0,0.0,0.0,0,20.7,5969.0,5.8,131,7.0,0,4.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43215,EMU Local,9,1.5,23.0,2.0,16.4,31.0,2.0,8,2,Normal,0.6,Clear,0.47,0,0,0,0,0,0,0,0.73,3.1,3,2.6,32.1,63.9,0.0,0.0,0.0,0,51.0,7065.0,8.7,100,13.4,0,3.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43239,MEMU,7,3.4,36.9,1.2,12.299999999999999,25.5,0.5,13,0,Warning,4.2,Occupied,0.7,0,1,0,0,15,1,76,0.29,0.8,1,3.5,31.8,78.3,0.0,0.0,0.0,0,21.8,9461.0,12.7,132,15.6,0,9.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43207,EMU Local,10,1.1,37.4,2.3,18.45,34.3,0.5,8,6,Normal,1.5,Clear,0.15,0,0,0,0,0,0,0,0.79,1.5,5,0.7,28.6,71.1,4.8,4.0,0.0,61,80.2,5323.0,31.2,258,43.4,1,6.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43435,EMU Local,13,2.7,32.7,1.3,24.599999999999998,47.0,0.5,10,4,Critical,18.7,Restricted,0.67,1,0,0,0,0,0,0,0.87,3.1,5,2.2,21.3,75.4,3.3,0.9,0.0,61,82.3,6858.0,5.4,18,6.8,0,25.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43213,EMU Local,8,6.6,32.7,3.7,14.349999999999998,32.4,1.0,10,4,Normal,1.6,Clear,0.41,0,1,0,0,20,1,23,0.63,0.5,2,6.2,31.4,87.9,0.0,0.0,0.0,2,59.5,5117.0,33.2,93,40.1,1,14.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43423,EMU Local,12,2.5,16.5,1.0,22.549999999999997,43.1,0.5,17,5,Normal,0.2,Clear,0.46,0,1,0,0,20,1,104,0.57,3.4,2,2.5,30.6,78.4,0.0,0.0,0.0,0,34.6,7231.0,15.0,65,23.8,0,8.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43217,MEMU,19,11.9,21.9,2.1,36.9,78.3,1.0,18,1,Normal,1.1,Clear,0.42,0,0,0,0,0,0,0,0.71,1.3,4,11.4,25.5,77.3,0.0,0.0,0.0,0,43.1,8385.0,34.4,157,54.4,2,11.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43245,EMU Local,1,7.5,42.7,1.4,0.0,7.5,0.5,8,2,Normal,0.7,Clear,0.33,0,0,1,0,15,1,23,0.7,3.4,2,8.2,28.8,65.6,0.0,0.0,0.0,0,35.0,5002.0,18.8,54,22.7,0,10.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43223,EMU Local,16,1.6,43.2,2.6,30.749999999999996,57.0,1.0,8,1,Warning,3.7,Occupied,0.64,0,0,0,0,0,0,0,0.5,2.9,1,3.4,35.1,78.1,0.0,0.0,0.0,0,19.0,8281.0,28.3,94,36.6,1,6.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43207,Fast Local,17,2.0,49.2,1.9,32.8,61.0,1.0,7,0,Normal,0.1,Clear,0.13,0,0,0,0,0,0,0,0.61,0.2,2,2.1,30.7,71.7,0.0,0.0,0.0,0,32.2,8242.0,9.8,32,14.0,0,1.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43409,EMU Local,18,2.2,38.1,2.7,34.849999999999994,64.9,1.0,23,1,Warning,3.1,Occupied,0.64,0,0,0,0,0,0,0,0.25,1.0,1,3.5,32.2,56.4,0.0,0.0,0.0,0,41.5,9535.0,22.9,67,38.9,1,5.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43239,EMU Local,11,3.9,42.2,2.6,20.5,40.8,1.0,12,6,Normal,0.1,Clear,0.27,0,0,0,1,0,1,85,0.33,0.4,1,2.3,27.2,70.1,0.0,0.0,0.0,0,13.2,7211.0,15.8,358,19.9,0,5.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43213,EMU Local,18,1.4,60.8,1.5,34.849999999999994,64.1,0.5,15,0,Critical,18.6,Restricted,0.87,1,0,0,0,0,0,0,0.2,0.3,2,1.8,33.9,86.7,0.0,0.0,0.0,2,18.5,5796.0,13.6,137,17.4,0,21.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66069,MEMU,7,13.9,41.2,1.7,12.299999999999999,36.0,1.0,19,6,Critical,19.0,Restricted,0.76,1,0,0,0,0,0,0,0.9,4.2,5,14.0,40.4,61.4,0.0,0.0,0.0,0,50.8,8410.0,27.4,0,45.6,2,33.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43221,MEMU,18,3.8,32.5,1.9,34.849999999999994,66.5,1.0,11,1,Normal,0.6,Clear,0.11,0,0,1,0,20,1,115,0.05,0.6,2,2.1,33.6,76.2,10.1,9.6,1.2,63,71.7,6927.0,34.9,236,46.7,2,11.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43403,EMU Local,8,2.0,24.1,2.1,14.349999999999998,27.8,1.0,12,4,Normal,1.3,Clear,0.23,0,0,0,0,0,0,0,0.36,2.1,2,1.7,33.3,70.8,0.0,0.0,0.0,0,18.3,5868.0,25.9,352,41.2,1,6.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43203,EMU Local,6,4.1,54.0,2.0,10.25,22.5,0.5,15,2,Warning,3.7,Occupied,0.93,0,0,0,0,0,0,0,0.19,0.2,1,5.1,32.5,72.2,0.0,0.0,0.0,0,22.7,8138.0,34.2,155,42.4,1,7.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43245,EMU Local,7,2.0,16.4,2.5,12.299999999999999,24.1,1.0,23,1,Normal,0.6,Clear,0.29,0,0,0,0,0,0,0,0.35,1.5,2,0.0,28.9,69.6,0.0,0.0,0.0,0,12.8,5572.0,17.4,314,26.9,0,1.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43251,MEMU,10,6.8,29.4,2.2,18.45,40.0,2.0,10,5,Warning,4.3,Occupied,0.84,0,0,0,0,0,0,0,0.67,0.9,1,6.6,35.3,75.3,0.0,0.0,0.0,0,49.6,5790.0,26.9,349,39.4,1,7.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43211,EMU Local,11,3.4,48.3,1.7,20.5,40.3,2.0,7,6,Normal,0.6,Clear,0.16,0,0,0,0,0,0,0,0.27,0.5,1,2.9,31.0,59.8,1.6,0.6,0.0,61,98.4,8668.0,8.3,316,11.5,0,0.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43223,EMU Local,13,0.2,13.4,1.6,24.599999999999998,44.5,1.0,6,0,Warning,3.7,Occupied,0.83,0,0,0,0,0,0,0,0.26,0.1,2,0.5,38.4,78.7,0.0,0.0,0.0,0,20.2,8446.0,36.4,264,56.6,2,7.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43237,Fast Local,9,0.8,32.8,1.6,16.4,30.3,0.5,4,6,Normal,1.0,Clear,0.47,0,0,0,0,0,0,0,0.4,2.5,2,1.9,38.6,66.7,0.0,0.0,0.0,0,14.8,7995.0,28.4,226,44.1,1,5.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43435,EMU Local,7,8.0,43.9,2.3,12.299999999999999,30.1,0.5,10,5,Warning,3.7,Occupied,0.66,0,0,0,0,0,0,0,0.53,1.9,2,8.8,29.3,74.2,0.0,0.0,0.0,0,38.7,8933.0,22.5,297,32.3,1,7.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43425,EMU Local,9,3.3,36.2,2.0,16.4,32.8,0.5,12,2,Normal,0.3,Clear,0.37,0,0,0,0,0,0,0,0.13,0.9,2,4.5,34.6,74.9,0.0,0.0,0.0,0,40.4,5751.0,33.6,249,55.8,2,6.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43203,EMU Local,13,12.0,27.3,3.3,24.599999999999998,56.3,0.5,5,5,Warning,5.1,Occupied,0.9,0,0,0,0,0,0,0,0.06,0.1,2,13.4,29.1,75.2,0.0,0.0,0.0,0,44.3,5389.0,28.5,353,41.4,1,8.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43221,Fast Local,3,0.3,33.1,2.1,4.1,7.7,0.5,10,4,Normal,0.8,Clear,0.43,0,0,1,0,20,1,15,0.63,0.3,2,0.0,36.2,69.3,0.0,0.0,0.0,0,48.6,9962.0,19.7,197,30.2,1,10.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43213,EMU Local,3,1.4,54.3,2.2,4.1,8.8,0.5,13,6,Normal,1.5,Clear,0.36,0,0,0,0,0,0,0,0.19,1.1,1,0.0,28.0,57.0,5.3999999999999995,1.3,0.0,61,89.0,7576.0,23.8,146,37.8,1,5.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43409,EMU Local,1,0.9,69.5,1.0,0.0,0.9,1.5,5,4,Critical,21.9,Restricted,0.69,1,1,0,1,30,1,74,0.29,2.1,1,1.7,32.4,65.5,0.0,0.0,0.0,0,51.9,9846.0,23.5,29,35.2,1,32.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43423,EMU Local,21,3.2,44.1,1.3,41.0,77.0,2.0,16,3,Warning,2.0,Occupied,0.79,0,0,0,0,0,0,0,0.66,0.4,2,2.0,33.6,67.7,0.0,0.0,0.0,0,21.9,7967.0,26.8,338,34.9,1,6.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43247,EMU Local,20,1.9,12.2,1.4,38.949999999999996,72.0,1.5,6,2,Critical,10.9,Restricted,0.96,1,1,0,0,15,1,55,0.29,1.0,1,2.2,34.6,51.3,0.0,0.0,0.0,0,14.0,8553.0,30.2,202,37.9,1,24.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43213,EMU Local,2,0.7,50.5,1.8,2.05,4.4,0.5,16,1,Normal,1.1,Clear,0.44,0,1,0,0,20,1,79,0.47,0.3,1,0.0,27.4,65.6,3.3,2.8,0.0,61,86.0,6479.0,17.7,209,22.4,0,8.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43403,EMU Local,3,4.1,36.1,1.2,4.1,11.5,1.5,13,4,Normal,0.3,Clear,0.38,0,1,0,0,15,1,22,0.43,0.0,1,3.2,33.3,85.3,0.0,0.0,0.0,2,51.9,9338.0,30.3,318,39.7,1,8.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43217,Fast Local,15,3.1,25.6,1.4,28.699999999999996,54.8,0.5,15,1,Normal,0.1,Clear,0.28,0,0,0,0,0,0,0,0.2,0.5,2,3.8,32.4,59.6,0.0,0.0,0.0,0,48.0,6933.0,14.3,80,19.4,0,0.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43247,EMU Local,6,1.3,30.0,2.5,10.25,19.8,1.0,6,6,Normal,0.2,Clear,0.11,0,0,0,0,0,0,0,0.16,1.7,1,0.8,27.0,81.1,6.8,6.7,3.2,63,71.4,9393.0,17.5,73,28.4,1,3.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43211,EMU Local,13,2.6,30.6,1.6,24.599999999999998,46.9,1.0,23,1,Normal,0.4,Clear,0.21,0,1,0,0,15,1,104,0.05,0.2,1,0.6,36.1,65.4,2.8,1.9,0.0,61,83.6,6424.0,17.3,262,23.8,0,6.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43221,EMU Local,21,5.5,20.8,2.1,41.0,79.3,0.5,9,6,Normal,0.3,Clear,0.39,0,0,0,0,0,0,0,0.91,1.8,4,3.9,37.9,65.0,0.0,0.0,0.0,0,46.9,7957.0,7.7,359,9.7,0,4.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43401,EMU Local,1,0.9,41.1,2.5,0.0,0.9,2.0,6,0,Warning,6.1,Occupied,0.78,0,0,0,0,0,0,0,0.17,0.2,2,2.3,31.7,69.7,0.0,0.0,0.0,0,50.9,8912.0,11.4,82,14.8,0,6.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66015,Fast Local,20,1.4,69.4,2.7,38.949999999999996,71.5,0.5,5,5,Normal,0.0,Clear,0.27,0,1,0,0,15,1,118,0.18,0.2,2,1.0,31.0,75.7,0.0,0.0,0.0,0,42.8,8921.0,37.4,216,55.8,2,15.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43503,EMU Local,19,1.7,25.5,2.3,36.9,68.1,1.0,17,1,Critical,14.2,Restricted,0.85,1,0,1,0,15,1,18,0.85,0.9,3,1.3,30.0,66.8,0.0,0.0,0.0,0,36.9,8945.0,21.7,232,29.8,0,29.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43215,EMU Local,1,5.5,69.0,2.3,0.0,5.5,0.5,18,6,Normal,2.5,Clear,0.34,0,0,0,0,0,0,0,0.58,0.5,1,4.8,41.6,65.7,8.8,6.3,2.2,63,81.8,9980.0,12.3,252,17.1,1,5.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43423,EMU Local,21,7.5,45.1,2.7,41.0,81.3,1.5,21,3,Critical,19.0,Restricted,0.8,1,0,0,0,0,0,0,0.15,0.0,1,5.7,35.3,88.6,0.0,0.0,0.0,2,13.0,9786.0,17.7,2,24.4,0,22.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43435,EMU Local,2,1.9,40.6,2.3,2.05,5.6,0.5,22,2,Normal,0.6,Clear,0.46,0,1,0,0,15,1,108,0.41,2.0,1,1.6,28.6,73.5,0.0,0.0,0.0,0,14.9,6014.0,19.7,223,28.4,0,11.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43249,EMU Local,15,1.4,37.2,2.7,28.699999999999996,53.1,1.0,13,2,Warning,2.0,Occupied,0.74,0,1,0,0,15,1,61,0.26,0.3,1,2.9,25.1,55.2,0.0,0.0,0.0,0,31.8,6847.0,20.5,207,30.3,1,14.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43227,EMU Local,14,8.8,29.9,1.0,26.65,56.8,1.0,23,0,Normal,0.1,Clear,0.29,0,0,0,0,0,0,0,0.24,0.1,2,7.9,29.8,46.7,0.0,0.0,0.0,0,19.0,7581.0,19.5,21,29.0,0,0.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43227,MEMU,19,29.4,46.4,2.0,36.9,95.8,1.0,20,3,Warning,6.4,Occupied,0.91,0,1,0,0,15,1,44,0.73,2.4,4,27.1,29.8,89.3,0.0,0.0,0.0,2,10.8,8637.0,31.0,68,46.1,2,23.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43223,Fast Local,11,4.4,49.8,2.1,20.5,41.3,1.0,20,5,Normal,0.0,Clear,0.3,0,0,0,0,0,0,0,0.77,7.3,4,5.3,32.5,83.1,0.0,0.0,0.0,0,32.9,8384.0,16.8,326,21.2,0,3.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43223,EMU Local,15,18.4,5.6,2.0,28.699999999999996,70.1,0.5,22,3,Normal,0.6,Clear,0.34,0,0,0,0,0,0,0,0.1,0.4,1,18.5,31.7,74.1,0.0,0.0,0.0,0,59.8,8371.0,24.6,161,39.3,1,1.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43201,Fast Local,6,4.3,75.0,2.2,10.25,22.8,1.0,7,6,Normal,1.8,Clear,0.18,0,0,0,0,0,0,0,0.14,0.1,2,4.5,36.1,73.7,0.0,0.0,0.0,0,58.7,6413.0,20.0,104,24.9,0,0.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43237,EMU Local,20,5.3,14.8,1.9,38.949999999999996,75.4,2.0,14,2,Normal,1.0,Clear,0.41,0,0,0,0,0,0,0,0.13,0.2,1,5.8,20.7,71.9,0.0,0.0,0.0,0,47.9,6687.0,20.3,206,27.4,0,0.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43207,EMU Local,9,2.0,34.2,2.6,16.4,31.5,1.0,20,3,Warning,5.9,Occupied,0.87,0,0,0,0,0,0,0,0.28,1.7,2,0.0,33.7,73.2,14.4,13.9,1.5,63,91.0,6028.0,36.1,45,60.7,2,10.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43209,EMU Local,5,2.3,3.6,1.8,8.2,17.1,0.5,13,5,Normal,0.8,Clear,0.5,0,0,0,0,0,0,0,0.36,0.1,2,2.2,35.1,74.5,0.0,0.0,0.0,0,49.4,9401.0,15.8,354,26.8,0,1.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43251,EMU Local,20,0.6,38.0,2.0,38.949999999999996,70.7,0.5,20,4,Warning,5.6,Occupied,0.62,0,0,0,0,0,0,0,0.8,1.1,4,0.9,24.3,84.5,0.0,0.0,0.0,0,41.6,7094.0,9.3,175,13.3,0,9.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43407,EMU Local,2,6.9,35.1,3.0,2.05,10.6,0.5,15,1,Normal,0.1,Clear,0.18,0,0,0,0,0,0,0,0.27,0.5,2,6.8,28.0,83.4,0.0,0.0,0.0,0,26.4,7340.0,17.6,216,26.3,0,0.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43217,EMU Local,6,10.7,34.3,2.9,10.25,29.2,1.0,13,6,Critical,6.7,Restricted,0.91,1,0,0,0,0,0,0,0.34,0.7,1,10.6,29.6,74.4,0.0,0.0,0.0,0,12.3,9790.0,9.3,359,15.8,0,12.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43207,EMU Local,18,3.9,46.6,2.2,34.849999999999994,66.6,0.5,13,1,Critical,8.8,Restricted,0.85,1,1,0,0,20,1,36,0.24,0.7,2,5.3,33.5,74.6,0.0,0.0,0.0,0,34.4,9582.0,32.1,168,46.6,2,25.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43223,EMU Local,19,1.7,38.3,1.7,36.9,68.1,1.0,9,2,Normal,1.0,Clear,0.33,0,0,0,0,0,0,0,0.84,2.0,3,2.2,29.8,82.1,1.1,0.4,0.0,0,71.8,6397.0,12.7,78,19.1,0,3.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66069,EMU Local,9,0.7,50.1,1.1,16.4,30.2,1.5,20,2,Normal,0.1,Clear,0.49,0,0,0,1,0,1,62,0.74,0.5,4,1.5,31.4,79.0,8.2,4.4,0.0,61,70.8,9441.0,23.6,93,31.7,1,8.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43247,MEMU,21,1.2,23.4,2.0,41.0,75.0,0.5,22,5,Normal,0.1,Clear,0.27,0,0,0,0,0,0,0,0.15,0.3,2,1.0,28.3,71.0,0.0,0.0,0.0,0,25.1,7741.0,11.5,141,16.7,0,1.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43251,EMU Local,6,1.2,43.2,2.4,10.25,19.6,0.5,5,3,Normal,0.6,Clear,0.27,0,1,0,0,15,1,62,0.13,0.2,2,0.0,31.8,38.4,7.1,7.0,2.0,63,88.6,8271.0,6.8,285,8.4,1,12.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66069,EMU Local,14,3.8,32.5,1.7,26.65,51.8,1.5,7,5,Normal,0.1,Clear,0.46,0,0,0,0,0,0,0,0.36,3.3,2,3.4,29.0,80.3,0.0,0.0,0.0,0,44.2,7147.0,15.6,3,25.3,0,2.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43213,EMU Local,13,11.6,36.4,2.1,24.599999999999998,55.9,0.5,21,0,Normal,0.1,Clear,0.32,0,0,0,0,0,0,0,0.18,0.9,2,11.6,28.0,85.4,0.0,0.0,0.0,2,25.2,9922.0,37.7,90,57.4,2,3.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43409,EMU Local,11,0.2,46.1,1.9,20.5,37.1,0.5,7,2,Normal,0.4,Clear,0.24,0,0,0,0,0,0,0,0.24,1.7,2,0.0,32.1,68.9,0.0,0.0,0.0,0,46.8,8421.0,37.2,23,45.0,1,2.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43249,Fast Local,12,0.0,34.4,1.1,22.549999999999997,40.6,0.5,9,6,Normal,0.9,Clear,0.39,0,0,0,0,0,0,0,0.6,2.6,1,0.0,35.0,58.7,0.0,0.0,0.0,0,47.4,6753.0,20.6,333,24.8,0,2.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43503,EMU Local,19,3.7,40.4,2.2,36.9,70.1,0.5,17,6,Normal,0.2,Clear,0.35,0,0,0,0,0,0,0,0.7,0.1,2,4.0,32.5,83.2,0.0,0.0,0.0,0,51.8,7853.0,17.6,199,28.2,0,2.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43251,EMU Local,19,1.3,24.7,2.4,36.9,67.7,1.0,10,2,Normal,0.9,Clear,0.22,0,0,0,0,0,0,0,0.84,1.9,3,2.4,30.6,83.4,0.0,0.0,0.0,0,31.3,9341.0,37.2,131,61.9,2,8.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43209,MEMU,21,8.5,58.4,2.2,41.0,82.3,0.5,15,2,Normal,0.8,Clear,0.22,0,0,1,0,30,1,41,0.41,2.2,2,7.5,35.5,61.7,0.0,0.0,0.0,0,56.8,5322.0,19.3,168,26.8,0,7.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43407,EMU Local,19,1.6,52.9,3.1,36.9,68.0,0.5,5,5,Normal,0.4,Clear,0.26,0,1,0,0,20,1,110,0.49,1.5,2,1.4,29.7,77.7,6.1,1.9,0.0,61,87.0,6095.0,5.6,139,7.1,0,10.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43423,EMU Local,13,1.4,43.5,1.9,24.599999999999998,45.7,1.0,21,6,Normal,0.5,Clear,0.13,0,0,0,1,0,1,112,0.62,3.1,2,3.2,31.2,66.5,0.0,0.0,0.0,0,45.9,5036.0,36.6,260,59.7,2,10.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43501,EMU Local,14,1.3,38.4,1.9,26.65,49.3,0.5,16,5,Normal,0.0,Clear,0.48,0,0,0,0,0,0,0,0.33,3.8,1,0.0,36.2,76.1,2.4,1.7,0.0,61,92.8,5794.0,32.8,154,48.0,2,8.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43435,Fast Local,18,0.6,40.4,3.4,34.849999999999994,63.3,0.5,16,3,Warning,5.9,Occupied,0.86,0,0,0,0,0,0,0,0.42,0.4,1,0.3,29.8,88.7,0.0,0.0,0.0,2,51.0,7739.0,27.7,112,35.7,1,9.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43503,EMU Local,12,3.5,58.1,1.4,22.549999999999997,44.1,1.0,8,4,Normal,0.2,Clear,0.18,0,0,0,0,0,0,0,0.87,12.5,4,0.9,29.3,77.7,0.0,0.0,0.0,0,16.8,6871.0,33.6,355,56.9,2,12.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66015,EMU Local,4,0.7,51.9,1.7,6.1499999999999995,11.8,1.5,10,2,Warning,4.9,Occupied,0.69,0,0,0,0,0,0,0,0.98,0.4,3,0.4,34.5,64.5,0.0,0.0,0.0,0,48.8,7473.0,9.8,191,13.3,0,8.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43207,EMU Local,10,2.2,58.4,2.3,18.45,35.4,0.5,15,4,Normal,0.2,Clear,0.39,0,1,0,0,30,1,96,0.17,1.5,1,2.3,27.5,65.5,0.0,0.0,0.0,0,31.8,7427.0,12.6,109,18.8,0,5.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43209,EMU Local,17,2.5,36.9,2.8,32.8,61.5,0.5,17,5,Normal,0.2,Clear,0.39,0,0,0,0,0,0,0,0.71,0.5,4,0.3,36.3,95.8,0.0,0.0,0.0,2,55.7,5942.0,7.7,16,9.6,0,2.4
